Title,"Median salary of UK domiciled full-time graduates who obtained first degree qualifications and entered full-time paid employment in the UK by subject area of degree, skill marker, country of provider, provider type, work population marker and academic year",,,,,,
(2) Subjects allied to medicine,Scotland,All,Paid employment is an activity,All,Low skilled,17000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is most important activity,Science,High skilled,24000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is most important activity,Science,Medium skilled,18000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is most important activity,Science,Low skilled,17000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is most important activity,All,High skilled,24000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is most important activity,All,Medium skilled,18000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is most important activity,All,Low skilled,17000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is an activity,Science,High skilled,24000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is an activity,Science,Medium skilled,18000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is an activity,Science,Low skilled,17000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is an activity,All,High skilled,24000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is an activity,All,Medium skilled,18000,2017/18
(2) Subjects allied to medicine,Wales,All,Paid employment is an activity,All,Low skilled,17000,2017/18
(2) Subjects allied to medicine,England,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,23000,2017/18
(2) Subjects allied to medicine,England,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,16000,2017/18
(2) Subjects allied to medicine,England,Further education colleges (FECs),Paid employment is most important activity,All,Low skilled,,2017/18
(2) Subjects allied to medicine,England,Further education colleges (FECs),Paid employment is an activity,All,High skilled,24000,2017/18
(2) Subjects allied to medicine,England,Further education colleges (FECs),Paid employment is an activity,All,Medium skilled,16000,2017/18
(2) Subjects allied to medicine,England,Further education colleges (FECs),Paid employment is an activity,All,Low skilled,,2017/18
(2) Subjects allied to medicine,England,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,24000,2017/18
(2) Subjects allied to medicine,England,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,19000,2017/18
(2) Subjects allied to medicine,England,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,18000,2017/18
(2) Subjects allied to medicine,England,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,24000,2017/18
(2) Subjects allied to medicine,England,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,19000,2017/18
(2) Subjects allied to medicine,England,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,17500,2017/18
(2) Subjects allied to medicine,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,22000,2017/18
(2) Subjects allied to medicine,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,16500,2017/18
(2) Subjects allied to medicine,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,,2017/18
(2) Subjects allied to medicine,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,22000,2017/18
(2) Subjects allied to medicine,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,16500,2017/18
(2) Subjects allied to medicine,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,,2017/18
(2) Subjects allied to medicine,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,24000,2017/18
(2) Subjects allied to medicine,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,18000,2017/18
(2) Subjects allied to medicine,Scotland,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,17000,2017/18
(2) Subjects allied to medicine,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,24000,2017/18
(2) Subjects allied to medicine,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,18000,2017/18
(2) Subjects allied to medicine,Scotland,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,17000,2017/18
(2) Subjects allied to medicine,Wales,Further education colleges (FECs),Paid employment is most important activity,All,High skilled,,2017/18
(2) Subjects allied to medicine,Wales,Further education colleges (FECs),Paid employment is most important activity,All,Medium skilled,,2017/18
(2) Subjects allied to medicine,Wales,Further education colleges (FECs),Paid employment is most important activity,All,Low skilled,,2017/18
(2) Subjects allied to medicine,Wales,Further education colleges (FECs),Paid employment is an activity,All,High skilled,,2017/18
(2) Subjects allied to medicine,Wales,Further education colleges (FECs),Paid employment is an activity,All,Medium skilled,,2017/18
(2) Subjects allied to medicine,Wales,Further education colleges (FECs),Paid employment is an activity,All,Low skilled,,2017/18
(2) Subjects allied to medicine,Wales,Higher education providers (HEPs),Paid employment is most important activity,All,High skilled,24000,2017/18
(2) Subjects allied to medicine,Wales,Higher education providers (HEPs),Paid employment is most important activity,All,Medium skilled,18000,2017/18
(2) Subjects allied to medicine,Wales,Higher education providers (HEPs),Paid employment is most important activity,All,Low skilled,,2017/18
(2) Subjects allied to medicine,Wales,Higher education providers (HEPs),Paid employment is an activity,All,High skilled,24000,2017/18
(2) Subjects allied to medicine,Wales,Higher education providers (HEPs),Paid employment is an activity,All,Medium skilled,18000,2017/18
(2) Subjects allied to medicine,Wales,Higher education providers (HEPs),Paid employment is an activity,All,Low skilled,17000,2017/18
(3) Biological sciences,England,Further education colleges (FECs),Paid employment is most important activity,Science,High skilled,21000,2017/18
(3) Biological sciences,England,Further education colleges (FECs),Paid employment is most important activity,Science,Medium skilled,17000,2017/18
(3) Biological sciences,England,Further education colleges (FECs),Paid employment is most important activity,Science,Low skilled,16500,2017/18
(3) Biological sciences,England,Further education colleges (FECs),Paid employment is an activity,Science,High skilled,21000,2017/18
(3) Biological sciences,England,Further education colleges (FECs),Paid employment is an activity,Science,Medium skilled,17000,2017/18
(3) Biological sciences,England,Further education colleges (FECs),Paid employment is an activity,Science,Low skilled,16500,2017/18
(3) Biological sciences,England,Higher education providers (HEPs),Paid employment is most important activity,Science,High skilled,23000,2017/18
(3) Biological sciences,England,Higher education providers (HEPs),Paid employment is most important activity,Science,Medium skilled,18000,2017/18
(3) Biological sciences,England,Higher education providers (HEPs),Paid employment is most important activity,Science,Low skilled,17500,2017/18
(3) Biological sciences,England,Higher education providers (HEPs),Paid employment is an activity,Science,High skilled,23000,2017/18
(3) Biological sciences,England,Higher education providers (HEPs),Paid employment is an activity,Science,Medium skilled,18000,2017/18
(3) Biological sciences,England,Higher education providers (HEPs),Paid employment is an activity,Science,Low skilled,17000,2017/18
(3) Biological sciences,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Science,High skilled,20000,2017/18
(3) Biological sciences,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Science,Medium skilled,18000,2017/18
(3) Biological sciences,Northern Ireland,Higher education providers (HEPs),Paid employment is most important activity,Science,Low skilled,14000,2017/18
(3) Biological sciences,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Science,High skilled,20000,2017/18
(3) Biological sciences,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Science,Medium skilled,18000,2017/18
(3) Biological sciences,Northern Ireland,Higher education providers (HEPs),Paid employment is an activity,Science,Low skilled,15000,2017/18
(3) Biological sciences,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Science,High skilled,22500,2017/18
(3) Biological sciences,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Science,Medium skilled,18000,2017/18
(3) Biological sciences,Scotland,Higher education providers (HEPs),Paid employment is most important activity,Science,Low skilled,17000,2017/18
(3) Biological sciences,Scotland,Higher education providers (HEPs),Paid employment is an activity,Science,High skilled,22500,2017/18
(3) Biological sciences,Scotland,Higher education providers (HEPs),Paid employment is an activity,Science,Medium skilled,18000,2017/18
(3) Biological sciences,Scotland,Higher education providers (HEPs),Paid employment is an activity,Science,Low skilled,17000,2017/18
(3) Biological sciences,Wales,Further education colleges (FECs),Paid employment is most important activity,Science,High skilled,,2017/18
(3) Biological sciences,Wales,Further education colleges (FECs),Paid employment is most important activity,Science,Medium skilled,,2017/18
(3) Biological sciences,Wales,Further education colleges (FECs),Paid employment is most important activity,Science,Low skilled,,2017/18
(3) Biological sciences,Wales,Further education colleges (FECs),Paid employment is an activity,Science,High skilled,,2017/18
(3) Biological sciences,Wales,Further education colleges (FECs),Paid employment is an activity,Science,Medium skilled,,2017/18
(3) Biological sciences,Wales,Further education colleges (FECs),Paid employment is an activity,Science,Low skilled,,2017/18
(3) Biological sciences,Wales,Higher education providers (HEPs),Paid employment is most important activity,Science,High skilled,21000,2017/18
